nid,title,category,full_path,cnn_valid,cnn_emb_idx
557279,NEW HOUSING HAS REPLACED THE OLD RUNDOWN AREA OF NORTHSIDE. THE LOW-COST DWELLINGS ARE NEAR THE CENTRAL BUSINESS DISTRICT AND EASILY ACCESSIBLE TO DOWNTOWN BY PUBLIC TRANSIT OR BY WALKING. THE FORMER SLUM AREA IS ATTRACTING AN INCREASING NUMBER OF PEOPLE WHO VIEW CITY LIFE AS AN ATTRACTIVE ALTERNATIVE TO THE SUBURBS,Urban Landscape,data/documerica_subset\557279.jpg,True,175
557292,MULTI-LEVEL CAR PARKING LOT. THE FACE OF THE CITY BEGAN CHANGING IN THE EARLY 1950'S DURING THE URBAN RENEWAL RENAISSANCE PROGRAM. PARK-LIKE SETTINGS WITH VARIOUS KINDS OF PLANTINGS SCULPTURE AND POOLS WERE ADDED AROUND THE MODERN OFFICE BUILDINGS TO COMPLEMENT THE STRUCTURES AND ADD A HUMAN DIMENSION,Transportation and Infrastructure,data/documerica_subset\557292.jpg,True,176
557342,"REMAINS OF THE KITCHEN IN A HOUSE VACATED BY THE ERNEST WATKINS FAMILY IN THE MULKEY SQUARE AREA. MANY OF THE LOW INCOME RESIDENTS OF THE WEST SIDE AREA WERE DISPLACED BY CONSTRUCTION OF AN INTERSTATE HIGHWAY THROUGH AN AREA ALREADY ISOLATED BY ROADS AND RAILROAD TRACKS. IT TOOK THE FAMILY TWO MONTHS TO LOCATE RENTAL HOUSING WITHIN THEIR PRICE RANGE ON THE OTHER SIDE OF TOWN IN KANSAS CITY, KANSAS",Industrial Site,data/documerica_subset\557342.jpg,True,177
557373,"UNION CARBIDE FERRO-ALLOY PLANT. EMISSIONS FROM THE METALLURIGICAL PLANT WERE REDUCED 97.7 PERCENT BETWEEN OCTOBER 1967, AND SEPTEMBER, 1975. THE DECREASE OCCURRED AFTER AGREEMENT ON A COMPLIANCE SCHEDULE BETWEEN UNION CARBIDE AND THE WEST VIRGINIA AIR POLLUTION CONTROL COMMISSION. THE U.S. ENVIRONMENTAL PROTECTION AGENCY STACK SAMPLED PLANT EMISSIONS WHILE DEVELOPING NATIONAL NEW SOURCE PERFORMANCE STANDARDS. (SEE IMAGES 8496-98)",Pollution and Environmental Damage,data/documerica_subset\557373.jpg,True,178
557379,"UNION CARBIDE FERRO-ALLOY PLANT SEEN FROM DEEP WATER. TOTAL PLANT EMISSIONS DECREASED FROM 113,252 TONS TO 2,649 TONS FROM 1967 TO 1975, A DROP OF 97.7 PERCENT. THE DECREASE OCCURRED AFTER AGREEMENT ON A COMPLIANCE SCHEDULE BETWEEN UNION CARBIDE AND THE WEST VIRGINIA AIR POLLUTION CONTROL COMMISSION. THE U.S. ENVIRONMENTAL PROTECTION AGENCY STACK SAMPLED PLANT EMISSIONS WHILE DEVELOPING NATIONAL NEW SOURCE PERFORMANCE STANDARDS. (SEE IMAGES 8566 AND 8567)",Industrial Site,data/documerica_subset\557379.jpg,True,179
557404,"NEAT, WELL KEPT HOMES ON A HILLSIDE OF BOOMER, NEAR THE UNION CARBIDE FERRO-ALLOY PLANT. TOTAL PLANT EMISSIONS FROM THE METALLURGICAL FURNACES AND THE POWERHOUSE WERE REDUCED 97.7 PERCENT BETWEEN OCTOBER, 1967, AND SEPTEMBER, 1975. A COMPLIANCE SCHEDULE WAS REACHED BETWEEN THE COMPANY AND THE WEST VIRGINIA AIR POLLUTION CONTROL COMMISSION. EPA STACK SAMPLED PLANT EMISSIONS WHILE DEVELOPING NATIONAL NEW SOURCE PERFORMANCE STANDARDS. (SEE FICHE #141 TO 146)",Rural Landscape,data/documerica_subset\557404.jpg,True,180
557627,"View through an old growth forest with young trees growing in the sunlight between the hugh old Douglas fir trees. Harold MacMillan Park, on Vancouver Island, British Columbia. Near Port Alberni, British Columbia, Canada. From the Environmental Protection Agencys Project DOCUMERICA collection, "" In Praise of Forests"". For additional images see Fiche #s 209, 210, 211, 212, and 213. ENTHEOS. April, 1969.",Pollution and Environmental Damage,data/documerica_subset\557627.jpg,True,181
557635,"DOWNTOWN MAIN STREET IN HOUSTON, TEXAS. THIS IS ONE OF A SERIES OF 21 BLACK AND WHITE PHOTOGRAPHS. THEY DOCUMENT THE ENVIRONMENTS REMAINING FROM THE 19TH CENTURY IN TERMS OF ARCHITECTURE, COMMERCE AND LIFESTYLES. THE PICTURES ALSO COMPARE THE CONTEMPORARY CITY SHOWING DISPLACEMENT OF THE UNIQUE BY THE ORDINARY AND NOTING CURRENT URBAN PROBLEMS. THE PICTURES SHOW A REGION AND ITS UNIQUENESS IN PEOPLE AND ARCHITECTURE IN EAST TEXAS WHICH IS STILL A PART OF THE SOUTH",Urban Landscape,data/documerica_subset\557635.jpg,True,182
557731,"CARPENTER AT WORK ON THE FIRST UNIT OF THE NEW ALPINE VILLAGE AT THE OUTSKIRTS OF HELEN. WHEN COMPLETED THE PROJECT WILL DOUBLE THE SIZE OF THE TOURIST FACILITIES OF THE SMALL MOUNTAIN COMMUNITY OF SOME 270 PEOPLE. THE CORPORATION THAT IS BUILDING THE FACILITIES IS CONTINUING THE BAVARIAN ALPINE THEME OF THE HELEN BUSINESS DISTRICT IT WAS RENOVATED, STARTING IN 1969 AFTER ENDORSEMENT FORM TOWN OFFICIALS, BUSINESSMEN AND RESIDENTS",Industrial Site,data/documerica_subset\557731.jpg,True,183
557759,"MAILBOX ON SIMS ROAD AT ROBERTSTOWN, GEORGIA, A MILE NORTHEAST OF HELEN. THIS LOW MOUNTAIN AREA SOME 90 MILES NORTHEAST OF ATLANTA ATTRACTS CAMPERS AND FISHERMEN.ALSO OF INTEREST IS THE BUSINESS DISTRICT IN HELEN WHICH HAS BEEN RENOVATED WITH A BAVARIANALPINE THEME. SUCCESS OF THE PROJECT, BEGUN IN 1969, HAS LED TO NEW DEVELOPMENT WHICH WILL AFFECT BOTH TOWNS. A PLANNING REPORT FOR HELEN CITES THE NEED FOR BALANCE BETWEEN GROWTH AND PUBLIC INTEREST",Industrial Site,data/documerica_subset\557759.jpg,True,184
557819,"A NEW YORK CITY SLUDGE CARRIER DUMPS ITS CARGO INTO WATERS OF THE NEW YORK BIGHT. THE U.S. COAST GUARD IS RESPONSIBLE FOR MONITORING ALL OCEAN DUMPING IN THE BIGHT WHICH INCLUDES 15,000 SQUARE MILES OF OCEAN WATERS AND THE CONTINENTAL SHELF OFF THE COASTS OF NEW YORK AND NEW JERSEY THE NATIONAL OCEANOGRAPHIC AND ATMOSPHERIC ADMINISTRATION IS CONDUCTING A MARINE ECOSYSTEMS ANALYSIS PROGRAM IN THE BIGHT. THE MULTI-YEAR PROJECT IS BEING OBSERVED BY EPA AND THE COAST GUARD",Pollution and Environmental Damage,data/documerica_subset\557819.jpg,True,185
557823,"ROCKY MOUNTAIN STREAM TYPICAL OF THOSE IN THE AREA NEAR THE FLUME, A NATURAL 800-FOOT LONG CHASM FORMED BEFORE THE ICE AGE, IN THE FRANCONIA NOTCH STATE PARK, SOUTH OF FRANCONIA, NEW HAMPSHIRE OTHER ATTRACTIONS IN THE STATE PARK INCLUDE AN AERIAL TRAMWAY THAT CARRIES PASSENGERS TO THE TOP OF 4,200-FOOT CANNON MOUNTAIN, AND THE OLD MAN OF THE MOUNTAIN, A 40-FOOT PROFILE MADE FAMOUS BY NATHANIEL HAWTHORNE. THE AREA IS PART OF THE WHITE MOUNTAIN NATIONAL FOREST",Rural Landscape,data/documerica_subset\557823.jpg,True,186
557921,"YOUNG WOMAN WATCHES AN EXHAUST ANALYZER MACHINE AS HER AUTO IS BEING TESTED AT AN AUTO EMISSION INSPECTION STATION IN DOWNTOWN CINCINNATI, OHIO. THE AUTO DID NOT PASS THE TEST FOR CARBON MONOXIDE AND HYDROCARBON EMISSIONS AND RECEIVED A TEMPORARY STICKER. ALL LIGHT DUTY, SPARK IGNITION POWERED MOTOR VEHICLES MUST PASS THE EMISSIONS TEST ANNUALLY AS WELL AS A SAFETY CHECK WHICH HAS BEEN IN EFFECT SINCE 1940. (SEE PICTURES #15472 THROUGH 78)",Industrial Site,data/documerica_subset\557921.jpg,True,187
558116,"MONUMENT AND STATUE OF HERMANN-ARMINIUS, GERMAN PATRIOT WHICH WAS ERECTED IN NEW ULM, MINNESOTA, IN 1888. THE TOWN WAS BUILT BY A GERMAN IMMIGRANT LAND COMPANY IN 1854 AND NAMED FOR THE CITY OF ULM IN THE DANUBIAN DISTRICT OF WURTTEMBERG, GERMANY HERMANN-ARMINIUS WAS CHIEF OF THE CHERUSCI WHO UNITED THE GERMANIC TRIBES TO DEFEAT THE ROMAN GENERAL VARUS IN 19 AD AND HALT THE ROMAN EMPIRE AT THE RHINE RIVER. HE SURVIVES IN LEGENDS AS A CHAMPION OF GERMANIC NATIONALISM AND LIBERTY",Urban Landscape,data/documerica_subset\558116.jpg,True,188
558119,"MINNESOTA STREET IN NEW ULM, MINNESOTA, IS BLOCKED OFF FOR ONE DAY EACH SUMMER FOR ""CRAZY DAYS."" MERCHANTS MOVE BARGAIN MERCHANDISE ONTO THE STREET AND SIDEWALKS TO SELL IN THE SUMMER PROMOTION. THE BUSINESS SECTION IS SOME EIGHT BLOCKS. THE TOWN WAS FOUNDED BY GERMAN IMMIGRANTS IN 1854 AND STILL RETAINS AN ETHNIC CHARM. THE BUSINESS SECTION HAS BEEN REVITALIZED SINCE THE 1960'S. ALL STORES ARE OCCUPIED AND MANY OF THE FRONTS HAVE BEEN RENOVATED WITH PRIVATE FUNDS TO SHOW A GERMAN INFLUENCE",People and Community,data/documerica_subset\558119.jpg,True,189
558137,"PARKING METER CHECKER STANDS BY HIS POLICE VEHICLE WHICH IS IMPRINTED WITH THE GERMAN WORD FOR POLICE (POLIZEI). IT IS PART OF THE TOWN'S RETURN TO GERMAN ETHNIC ORIGINS. NEW ULM, MINNESOTA, WAS FOUNDED IN 1854 BY A GROUP OF GERMAN IMMIGRANTS. THE COUNTY SEAT TRADING CENTER REMAINS PREDOMINATELY A FARMING COMMUNITY ALTHOUGH ITS GROWTH SINCE 1950 HAS BEEN DUE TO THE ARRIVAL OF MANUFACTURING COMPANIES. THE BUSINESS DISTRICT HAS BEEN REVITALIZED WITH COMMUNITY EFFORT",Transportation and Infrastructure,data/documerica_subset\558137.jpg,True,190
558169,"NEWBORN CHILD IN THE DELIVERY ROOM OF LORETTO HOSPITAL IN NEW ULM, MINNESOTA. THERE ARE TWO HOSPITALS IN THE TOWN, UNION WHICH IS NON-DENOMINATIONAL AND LORETTO WHICH IS CATHOLIC. THEY HAVE DIVIDED THEIR SERVICES TO SPECIALIZE AND GIVE MORE EFFICIENT SERVICE. NEW ULM IS A COUNTY SEAT TRADING CENTER OF 13,000 IN A FARMING AREA OF SOUTH CENTRAL MINNESOTA. IT WAS FOUNDED IN 1854 BY A GERMAN IMMIGRANT LAND COMPANY THAT ENCOURAGED KINSMEN TO EMIGRATE FROM EUROPE",Pollution and Environmental Damage,data/documerica_subset\558169.jpg,True,191
558205,"STUDENTS ARRIVING FOR SCHOOL AT THE SENIOR HIGH SCHOOL IN NEW ULM, MINNESOTA. THE TOWN IS A COUNTY SEAT TRADING CENTER OF 13,000 IN A FARMING AREA OF SOUTH CENTRAL MINNESOTA. IT WAS FOUNDED IN 1854 BY A GERMAN IMMIGRANT LAND COMPANY THAT ENCOURAGED ITS KINSMEN TO EMIGRATE FROM EUROPE. SEVERAL MANUFACTURING FIRMS HAVE ARRIVED SINCE 1950 AND HAVE HELPED THE COMMUNITY TO GROW. THE BUSINESS DISTRICT WAS REVITALIZED IN THE 1960'S WITH COMMUNITY EFFORT",People and Community,data/documerica_subset\558205.jpg,True,192
558221,"STUDENTS AT BAND PRACTICE AT CATHEDRAL HIGH SCHOOL IN NEW ULM, MINNESOTA. THE TOWN IS A COUNTY SEAT TRADING CENTER OF 13,000 IN A FARMING AREA OF SOUTH CENTRAL MINNESOTA. IT WAS FOUNDED IN 1854 BY A GERMAN IMMIGRANT LAND COMPANY THAT ENCOURAGED ITS KINSMEN TO EMIGRATE FROM EUROPE. SEVERAL MANUFACTURING FIRMS HAVE LOCATED HERE SINCE 1950 AND HAVE HELPED THE TOWN TO GROW. THE BUSINESS DISTRICT WAS REVITALIZED DURING THE 1960'S WITH COMMUNITY EFFORT",People and Community,data/documerica_subset\558221.jpg,True,193
558230,"YOUNGSTERS ROLLER SKATING AT IZZY-DORRY'S ROLLER RINK AT NEW ULM, MINNESOTA. THE TOWN IS A COUNTY SEAT TRADING CENTER OF 13,000 IN A FARMING AREA OF SOUTH CENTRAL MINNESOTA. IT WAS FOUNDED IN 1854 BY A GERMAN IMMIGRANT LAND COMPANY THAT ENCOURAGED ITS KINSMEN TO EMIGRATE FROM EUROPE. SEVERAL MANUFACTURING FIRMS HAVE LOCATED HERE SINCE 1950 AND HAVE HELPED THE TOWN TO GROW. THE BUSINESS DISTRICT WAS REVITALIZED DURING THE 1960'S WITH COMMUNITY EFFORT",People and Community,data/documerica_subset\558230.jpg,True,194
558390,RELIGION PLAYS AN IMPORTANT PART IN THE LIVES OF RESIDENTS. THE LARGEST GROUP OF CHURCHGOERS ARE ROMAN CATHOLICS. A PRIEST AT THE NEW ULM CATHEDRAL IS SHOWN DURING A FOLK GUITAR MASS. THIS WEEKLY EVENT WAS BEGUN FOR THE YOUNGER PEOPLE AND HAS BECOME THE MOST POPULAR MASS WITH STANDING ROOM ONLY. THE CHURCH INTERIOR IS DECORATED WITH BAROQUE CARVINGS REMINISCENT OF CHURCHES IN SOUTHERN GERMANY'S BAVARIAN,People and Community,data/documerica_subset\558390.jpg,True,195
558397,"RELIGION PLAYS AN IMPORTANT PART IN THE LIVES OF RESIDENTS. THE LARGEST GROUP OF CHURCHGOERS ARE ROMAN CATHOLICS. ST. MARYS CHURCH, LOCATED IN THE SOUTH PART OF TOWN, IS ONE OF TWO CATHOLIC CHURCHES. THE PARISH HAD MET IN THEIR CHURCH SCHOOL AUDITORIUM FOR MORE THAN 30 YEARS UNTIL ENOUGH MONEY WAS RAISED FOR THE MODERN CHURCH THEY DESIRED. NEW ULM IS A COUNTY SEAT TRADING CENTER OF 13,000 FOUNDED IN 1854 BY GERMAN IMMIGRANTS",People and Community,data/documerica_subset\558397.jpg,True,196
