pair_id,comment_id,article_id,month,is_pick,comment_text,n_tokens,n_chars
5a5d41e27c459f29e79b41b1_25577013,25578051,5a5d41e27c459f29e79b41b1,Jan2018,no,"Clearly Trump wants the Democrats to stand their ground and force the Government to shut down. This will appeal to his anti immigrant base with full blame squarely on Democrats.
He will sadistically continue to effect people’s lives until he is gone from his Presidential throne.",51,279
5888984e95d0e0392607cab1_21225877,21225877,5888984e95d0e0392607cab1,Jan2017,yes,"My husband and I were just discussing that celebrating federation on 1 January (with the NY public holiday moved to 2 January) would make more sense, given 1 January 1901 was the date the various Australian self-governing colonies decided to unite as a nation and form the Commonwealth of Australia. Symbolism is indeed important and uniting equally behind the date we all became a modern nation - with an open acknowledgement of our shared history and future - would be a good start.",100,484
5888984e95d0e0392607cab1_21225877,21226021,5888984e95d0e0392607cab1,Jan2017,no,"I had the privilege of visiting Australia several years ago. It was a very enjoyable experience, until the night I was invited to dinner at an Australian home. During dinner there was a lot of hateful rhetoric regarding Aboriginals and I felt as if I was listening too the same words that I heard back home regarding black people.
I was not prepared for the prejudicial comments as I thought Australians were more enlightened humans.
It was a huge disappointment. I hope you are successful in your quest to change the date of this celebration, which should be more correctly known as a Day of Mourning.",117,602
587dd3ff95d0e0392607b0fc_21126780,21126780,587dd3ff95d0e0392607b0fc,Jan2017,yes,"This is a relationship between humans at a higher plane. When inquisitive minds like Merton's and Ali's interact, each benefits from the diversity of the other. And there is a much lower chance of interpersonal conflict and globally destructive tribalism.

Humans have the potential and the intellect to transcend old instincts that we are surely evolving away from. They work against the thriving and survival of the human species and many others as well.",86,456
587dd3ff95d0e0392607b0fc_21126780,21119122,587dd3ff95d0e0392607b0fc,Jan2017,no,"I never put these two men, whom I have admired greatly, in the same corner of my brain. Thanks, Lonnie, for a beautifully crafted piece on the intersection of their lives. This will give me something to ponder. They are boxer and monk, scholar and poet.

I note with bemusement the relative educational attainments of these two. Muhammad's was much closer to that of his namesake, the Prophet...not to mention Jesus, so he is one up on Merton right off the bat.",103,461
587d42fc95d0e0392607b02a_21120807,21120807,587d42fc95d0e0392607b02a,Jan2017,yes,"Being the highly successful business mogul that he purports to be (how bout those tax returns Donald?) one would think he might realize that his entrance into the new job and bigger boardroom would warrant some restraint, thoughtful consideration of the landscape and attention to those conversant with the history and background of his new digs. However what we are witnessing and sadly what he is so grandly exhibiting to the new crowd, the biggest audience he has ever hoped to strike a deal with, is his unrestrained arrogance, hubris, condescending demeanor and ultimately his ignorance. Yep, Donald you are making quite an impression out there and the biggest audience you have ever played to is either sadly shaking their heads, laughing with glee or shaking their fists. The show hasn't even started but the critics are already panning this bizarre offering.",165,866
587d42fc95d0e0392607b02a_21120807,21123030,587d42fc95d0e0392607b02a,Jan2017,no,"Words are the tools of men in power, politicians around the globe. Words from powerful men move financial markets, can trigger armies to go to war, words mean everything.

Politicians don't craft or build anything anything with their hands, their words create policy.

The words from men in power can decide who lives and who dies, who becomes rich or poor, and even a single sentence can affect the stability of governments around the globe.

Our new President appears to be forming policy and sending dangerous signals around the globe motivated by settling scores based on his fragile and bruised ego.

Words are all we have from men in power, words mean everything. Every. Single. Word.",135,690
588cf14d95d0e0392607d56e_21280520,21280520,588cf14d95d0e0392607d56e,Jan2017,yes,"When my mother was in her last years she had a caregiver who came here, legally, from Zimbabwe. She was highly educated and making a good salary there but saw what was coming with Mugabe and got out early, with her children. She has never been able to find high paying work, but she does OK, and her gratitude is boundless.

She said to me recently (she is still close with our family) ""You people in America dont realize what an amazing thing it is to live in a country where you can say what you want, and not be afraid of what might happen to you for speaking out. And you get to vote, and believe that your vote counts.""

I am deeply afraid of what we are into now, but we have to just trust that the good people of this nation will hold on to what matters.

AND we have to speak out. I write to my representative and senators, and demonstrate when I can. And when the next election comes, I will get off my behind and get to work.",208,935
588cf14d95d0e0392607d56e_21280520,21281456,588cf14d95d0e0392607d56e,Jan2017,no,"We have a stark set of choices in front of us and I will do everything in my power to choose and support those who choose:
Humanity over Nationality;
Hope over Despair;
Justice over Injustice;
Respect over Humiliation;
Knowledge over Ignorance;
Truth over Lies;
Peace over War;
And Love over Hatred;
For all the claims about being disenfranchised and forgotten, those who voted for Trump know exactly what they were doing. And those who stayed at home, pretending false equivalencies, have let the not-so-silent minority pretend that they are the so-called silent majority. Those who voted for Trump have and will always choose the opposite of what we would and should choose. That much should be clear to everyone by now and was always clear to those among us to never fit the dominant paradigm that fit Mr. Trump's narrative of ""real Americans"". For the record, I am an Indian American, I am a woman, and my husband and I pay job lots of taxes and we are happy to do so.",212,972
5a6b771910f40f00018bdf2f_25725170,25725170,5a6b771910f40f00018bdf2f,Jan2018,yes,"He was a doctor. My mother, in 1950, was taught that doctors were gods, one did not question their authority, advice or reputation. To ask questions was to challenge and that was not done. I was allowed to ask questions but the standard remained, doctors were above the common fray. I taught my daughter different. No one touches you without your permission. Question everything and everyone. Trust your gut. I will listen and believe you.",93,439
5a6b771910f40f00018bdf2f_25725170,25720205,5a6b771910f40f00018bdf2f,Jan2018,no,"You are truly a heroine; the decision to make truth tantamount and go public, after suffering personal fallout of the abuse for years, knowing you would face more fallout after disclosure, is representative of your courage.

A civilized society always prioritizes the safety and well-being of children over any institution. They are, after all, the future of the society. Your brave actions pave the way for a more true, just, and civilized future. May we all have such fortitude to carry it forward.",100,500
5a7f4858068401528a290cdd_25913506,25913506,5a7f4858068401528a290cdd,Feb2018,yes,"Trump puts a huge dent in the patriotic clunker that anybody can grow up to be President of The United States of America. Yeah, sure, like Trump maybe they can attain the office but knowing how to be a leader, to set moral and ethical tones for the nation and to govern fairly for all, regardless of ethnicity, wealth, political persuasion or gender is something else. Trump fails in all categories - he's a pretender and that includes pretensions to the title of President.",97,474
5a7f4858068401528a290cdd_25913506,25913130,5a7f4858068401528a290cdd,Feb2018,no,"What a joke listening to all the whiners here blaming Maureen for Trump being president. Trump is president for only one reason and that reason is Hillary Clinton. Voters were in no mood to put another crooked Clinton in the While House. And with what we’re learning regarding the Uranium deal and the Trump dossier, voters instincts were correct. In case you haven’t been paying attention Hillary Clinton has a lot of explaining to do in front of a grand jury.",93,461
5a5256887c459f29e79b2b27_25469244,25469244,5a5256887c459f29e79b2b27,Jan2018,yes,"This is exactly what worries me the most about all these guys, and especially about Trump.

It's not that they think they're smarter and more knowledgeable than anybody else. That's laughable.

It's not that they lie so much: that's not so hard to see through, once you get it through your head that they're ALL lying pretty much ALL the time.

It's not even that they're wanna-be bullies: that, you can always punch in the snoot.

But the cowardice, the folding at any pressure: that means the Prez, and his advisors, and a lot of Congress, won't stand up for the Constitution and for the country.",137,598
5a5256887c459f29e79b2b27_25469244,25469818,5a5256887c459f29e79b2b27,Jan2018,no,"They were so close suspecting the microwave oven...

All the while twas Michael Wolff uncov´ring...

And how easy it was for him to get access. Just by pretend-joining their upside down rant that the 'fake' mainsream media had gone down in flames and been ashamed by Trump´s win, a 'win' the WH knows darn well was fraudulently engineered by voter suppression, Crosscheck and manipulating the voting machines in the key states. Just flattering the frauds basically.

So now they have to deny what they conceded off guard...

Yawn.",115,530
5a5256887c459f29e79b2b27_25468683,25468683,5a5256887c459f29e79b2b27,Jan2018,yes,"Ahh! We've exposed Bannon's Achilles heels, and they're the same as Trump's: Greed and adulation. He lost the Mercers and their billions as well as the Trumpista base for the same reason: speaking candidly and truthfully.",53,221
5a5256887c459f29e79b2b27_25468683,25468295,5a5256887c459f29e79b2b27,Jan2018,no,"Self preservation? or the forces of *Fascism?

*A political philosophy, movement, or regime that exalts nation and often race above the individual and that stands for a centralized autocratic government headed by a dictatorial leader, severe economic and social regimentation, and forcible suppression of opposition.",61,316
5a70c57b10f40f00018be8ac_25763967,25763967,5a70c57b10f40f00018be8ac,Jan2018,yes,"The Democrats need to get a higher purpose message for more Americans to rally around. I think they should reach back to FDR, a Democrat, and his Four Freedoms. Freedom of Speech, Freedom of worship, Freedom from Want and Freedom from fear. There are many people in America who are hurting. They are under employed and do not know or cannot get the support they need. Pointing the finger at Trump is not going to inspire many to go to the polls. That was tried before and did not work. People need a positive vision for the USA. Trump and his people are not speaking of positive plans except a very general term, MAGA. It is a successful slogan but it is not a plan for a future that includes all Americans.",151,707
5a70c57b10f40f00018be8ac_25763967,25772573,5a70c57b10f40f00018be8ac,Jan2018,no,"With the mid term elections fast approaching, it is hoped that the Democrats already have a plan. The party should have been able to prepare an evaluation, to determine where things went wrong for them in the 2016 elections. The SOTU is another occasion for the Democrats to list additional points.
The question is - how familiar are the Democrats with concerns of the constituents? People are not concerned about all the criticisms of Mr. Trump. Because, to concentrate on that one issue does not solve the problems people have at home.
What is it that the Democrats feel they can do better than the Republicans? We do not see that message from the Democrats. The party lacks strong leadership. That is where the problem is, and it is time for infusion of new blood.",156,767
5a93be9f10f40f00018c3048_26114864,26114864,5a93be9f10f40f00018c3048,Feb2018,yes,"""a well-educated society must understand its roots — the Delphic maxim “know thyself.” Well, ""Know Thyself"" has nothing to do with understanding oneself in a psychological sense, as we often (and wrongly!)interpret this saying to mean. Such an understanding was historically absent in Greek society at the time the temple of Apollo was built (on which the phrase is sculpted), and even for centuries later. The temple represented and maintained a religious and oracular tradition. People went there to ask the Oracle a question. The phrase, ""Know Thyself,"" simply advised people to be aware of their place in their cosmos vis-à-vis the gods: they were puny, separated from the gods by immense distance. As Pindar sang in Pythian Ode VIII, ""What are we?/The shadow of a dream, no more."" I taught Western Civ for more than twenty years. This is a point I hope my students learned.",194,878
5a93be9f10f40f00018c3048_26114864,26120852,5a93be9f10f40f00018c3048,Feb2018,no,"One of the darlings of self-styled conservative curriculum reformers is Alexis de Tocqueville's Democracy in America. It's an absolute classic and needs to be known. The same holds for the whole western tradition. I wonder, though, whether the people pushing de Tocqueville and its like realize that the longest chapter (by far) in Volume One is entitled ""Some Consideration on the Present State and the Probable Future of the Three Races that Inhabit the United States."" Within that chapter he ponders whether ""the American Union Will Last."" I had a Great Books, Western Tradition undergraduate education and gained greatly from it. But I learned nothing about how the United States itself, and its specific and ultimately tragic problems, came from more than that tradition.",156,776
5a636aba10f40f00018bd094_25635288,25635288,5a636aba10f40f00018bd094,Jan2018,yes,"Not all women cast in the role of 'work wives' are naive or helpless, as this piece would have us believe. I'm a woman and so tired of other women casting the entire female species as submissive and without choice. The three work wives of the Trump White House could easily choose not to be there, capable of getting plenty of other jobs (Hope HIcks) or leading a very comfortable existence even without one (Ivanka, Kellyanne). Think of their motivation in keeping their White House position--it's not merely to attend to the Big Baby's needs. Obviously, they think there's something to be gained from having such a prominent position, whether status, prestige or better-paying opportunities in the future. There might be some women with no options, forced to remain in the demeaning position of a work wife. There are plenty of others who put up with it because they have another goal, and tending to a male ego is part of the price. Men have to tend to Donald's ego too--Reince, Bannon and Spicer could tell you all about it.",219,1028
5a636aba10f40f00018bd094_25635288,25637487,5a636aba10f40f00018bd094,Jan2018,no,"I always wanted a ""wife"" when I worked and traveled much of the time. I think the article was a very good one and described some of the things that happened to all working women no matter what level in the organization. If we didn't smile, we were considered angry. If we didn't ask people about their families, we were thought to be inconsiderate. We had to be loyal but not asked into the inner men sanctum. When it came to promotions, the men were promoted and we had to fight for everything and every promotion we finally received. Worst of all, there was no recourse because HR worked for the bosses not us so nothing was done when stupid, unnecessary, sexist comments were made and everyone laughed. If you didn't, you were not part of the ""team."" I sincerely hope things get better but it didn't in the 40+ years I worked. Maybe this isn't just a flurry of thoughts but really the start of what a woman's revolution should be. Now if we could only get women on our side. If that would happen, life for all would be much, much better.",230,1040
586967bf95d0e03926078915_20968052,20968052,586967bf95d0e03926078915,Jan2017,yes,"Opportunities were missed to bring peace and stability in Afghanistan during the Obama years. The smart diplomacy that was promised at the beginning of the Obama first term never really was pursued. Instead there was a surge of US troops in Afghanistan. Our brave defense forces allied with the Afghan forces had a complete control of Afghanistan by about 2010. That was the time the Afghan Taliban were on the run and at their weakest in this entire century. This opportunity to negotiate with the Taliban to bring about a comprehensive permanent solution was squandered in my opinion. We keep forgetting that the Afghan Taliban is mainly made of Afghan tribes with no where else to go but hope to win a war of attrition. There are currently significant areas of Afghanistan being governed by the Taliban with imposition of the Sharia law; as part of a peace agreement with the Taliban, such areas could have been legally accepted by the Afghan government in Kabul as Taliban reservations (similar to the native American reservations in North America) to be governed by the Sharia law but without serving as safe haven for terrorists and without heavy weapons and bomb making abilities but with UN monitors to ensure that they pose no threat to the rest of the Afghanistan and the world. It is too late during the sunset of the Obama administration to end the occupation of Afghanistan and withdraw troops abruptly before coming to an arrangement for peaceful resolution of the Afghanistan quagmire.",278,1500
586967bf95d0e03926078915_20968052,20965493,586967bf95d0e03926078915,Jan2017,no,"This fascinating tale begins on a set of flawed assumptions. While we have been at war for almost 15 years many of us can remember a time when there were no terrorists, at least none attacking the US. That period coincides with the time where we had no military bases in the Middle East.

Today we talk about 'terrorism' which is a tactic as if it were a nation. Al Quieda is more a political philosophy than an actual organization. Neither existed as a concern for the US until after we began stationing troops in the Middle East after the 92 Gulf War.

These detailed accounts of the inner workings at the White House over the Afghan war are intriguing, but miss the bigger strategic picture. We could have removed Sadaam Hussain in 92, but didn't. We could have cultivated a viable opposition to Sadaam among the Iraqi middle class, but instead chose a policy that virtually destroyed that class and their potential as political actors.

We could have removed Ben Ladin in 2003, declared mission accomplished and left Afghanistan. But we shifted vital troops from that mission to Iraq and then spent the next eight years looking for Ben Ladin only to find him living under Pakistani protection. Yet we continued to build up troop deployments to Afghanistan.

When one looks at these flawed judgments, one after another, one can only conclude that our best minds are in a fog or that there are other strategic issue at play that we the people are not privy to. That's the story we needs to be told",312,1499
586da86095d0e0392607908c_20990818,20990818,586da86095d0e0392607908c,Jan2017,yes,"The most politically savvy move for the Republicans would be to eliminate the mandate. Doing so will please the young ""immortals"" who have no desire to buy health insurance. Without as many young, healthy people buying insurance, the risk pool will become more costly for insurance companies thereby pushing Obamacare into a ""death spiral"" of increasing premiums. Republicans can then blame the increase in premiums on Obamacare and use it as an excuse for eliminating it.",88,472
586da86095d0e0392607908c_20990818,20997411,586da86095d0e0392607908c,Jan2017,no,"The majority of our people want a public option for health care. The Democrats need to push back the Republican call for getting government out of health care and support a universal health care system. They need to go all the way as they have nothing to lose. With all the support from the people, we may just get the public option if the Democrats don't cave in.",74,364
586f537795d0e0392607948b_21011101,21011101,586f537795d0e0392607948b,Jan2017,yes,"Ignored by the current debate and the mainstream media, what should be standing in plain sight is a more efficient and affordable system for universal coverage in the public interest—single-payer national health insurance. Instead we are being led by politicians beholden to big money serving the greed of today’s medical-industrial-Big Pharma-Big Insurance-complex.

The Republicans want to repeal much of the Affordable Care Act (ACA) and replace it with something similar. The Democrats want to preserve ACA pretty much as it is. From the global perspective we’ll still be left with a highly dysfunctional health care financing system that will not cover everyone while perpetuating inadequate coverage for many of those who are insured.

Our health care financing system is still in shambles with tens of millions remaining uninsured and the insured having increasing difficulties in obtaining care in the narrow provider networks while facing financial hardship because of the insurers shifting ever more risk onto the patients. Both political parties want to make this a choice between protecting the shambles versus making them even worse through “replace” Republican policies that would further weaken health care coverage.

The true replacement choice needs to be between accepting or tweaking a system in shambles or moving on to a well-designed single payer system – an improved Medicare for all – affordable, accessible health care for everyone.",261,1457
586f537795d0e0392607948b_21011101,21012008,586f537795d0e0392607948b,Jan2017,no,"This was so sad. I will so miss Obama. I have to tell myself that he and his wife will still be here in this new crazy scary America. I sobbed when watching Michelle Obama's last speech in White House this morning to school counselors.

I am gladdened by groups rising up and joining together in my community and state and by non profits I so look to now (Planned Parenthood, ACLU, 350.org, Natural Resources Defense Council, NAACP, AntiDefamation League, Southern Poverty Law Center and so many more). I wanted to list those , knowing people's voices could be heard there. I am also beginning to work for 2018 candidates.

And I know it is small but I am heartened that the reversal on destroying independent ethics committee was, by many accounts, due to phone calls from enraged citizens. I call and write and get bored responses and form letters from my Republican legislators but still have dreams that we have a representative government. And I go to rallies, like Women's March on Montana , where I get to be one of many.

This comment is more detail oriented than I had meant it to be. I will really miss President Obama. I am horrified by Trump. This is how I try to honor the legacy of him and his wife-and to try to preserve our government of the people by the people and for the people.",281,1298
5877b89695d0e0392607a5ea_21090837,21090837,5877b89695d0e0392607a5ea,Jan2017,yes,"It's always easy to be a Monday morning quarterback, especially when you personally have no skin in the game. Obama made the best of a bad situation. Would you prefer to have ground troops in Syria right now?

No, I didn't think so.

Just because an outcome is undesired doesn't mean a rash decision should be made. In the absence of good outcomes, sometimes the best decision is to do nothing.",84,394
5877b89695d0e0392607a5ea_21090837,21086974,5877b89695d0e0392607a5ea,Jan2017,no,"We cannot be the policemen of the world. When we step into that role without understanding the history and culture of other countries we tend to make things worse not better. The Middle East needs to sort itself out. The surrounding counties need to be the ones to negotiate peace in this region.

We have been at war for 15 years and for what.",71,344
5a7c2a4110f40f00018c0342_25879382,25879382,5a7c2a4110f40f00018c0342,Feb2018,yes,"Trump lied during the run up to his candidacy, during the election and now continues in the White House. He lied all of his business life to banks.
The fact that he continues this pattern is not surprising. What is surprising is that it has infected the Republican Congress. There was a time when there was integrity in the Republican Party. The fact that Ryan, McConnell, et al defend, cover for Trump or downright lie themselves is twice as scary. They are in charge of whether or not Trump continues in power. The fact that the Republicans are now trying to build a case for getting rid of Mueller is proof that they also are big time liars.
This country has been in danger before by some of its leaders, but this is more ominous.
Even his base will feel the dismal and irrevocable damage to this country perpetrated by Trump, his Administration and the Republican Party.
As far as protecting his family, Trump will sell them down the river as well as his base.",197,964
5a7c2a4110f40f00018c0342_25879382,25888990,5a7c2a4110f40f00018c0342,Feb2018,no,"Once again, Mr Blow hits the nail on the head. When all is lies, and the truth can't be discerned, then all is lost. So many of Trump's lies are patently obvious, and yet so many people fall for them. My best guess for the cause of this phenomenon is Fox News and Rush Limbaugh. People tune in, and day after day these media outlets feed them lies, conspiracy theories, and other bull cookies. As is often said, a lie repeated often enough starts to sound like the truth.
Bill Maher calls the U.S. a stupid country, and more than ever I'm starting to believe him. The late George Carlin talked about this country's owners, referring to the super rich and corporations, and when I see the Koch brothers and their fellow travelers planning to spend $400 million on the midterm election, to say nothing of their nonpolitical contributions that target colleges and other institutions, I'm starting to believe him. Unless the Citizens United ruling is reversed, I fear that all is lost.

Thank you Charles Blow!",216,1006
5a9481ef10f40f00018c3276_26137640,26137640,5a9481ef10f40f00018c3276,Feb2018,yes,"I'm OK with that. But that is me personally. If you're NOT OK with that, then you're welcome to divest of your ETF and buy individual securities. You can include any combination of individual stocks, from any companies that you approve of. There are plenty of other people who are OK with owning weapon manufacturer stocks besides me. That's our choice, just as it is your choice not to.",83,387
5a9481ef10f40f00018c3276_26137640,26140381,5a9481ef10f40f00018c3276,Feb2018,no,"Please, NYTimes, drill down and keep us informed as to how the supply chain works: from gun manufacturers to shipping services to distributors to retailers to resellers to storage companies. Tell us the names of these companies so we can verify with our financial advisors, funds and banks whether they invest in, or loan money to, those who are instrumental to violence.",72,371
5a4e76657c459f29e79b21da_25419788,25419788,5a4e76657c459f29e79b21da,Jan2018,yes,‘The Apprentice’ meets ‘West Wing’ with a bit of ‘Dallas’ thrown in. What a soap opera.,24,87
5a4e76657c459f29e79b21da_25419788,25417351,5a4e76657c459f29e79b21da,Jan2018,no,"President Trump is no doubt correct that Bannon has ""lost his mind"". He did many years ago.",20,91
5885bd0a95d0e0392607c355_21193276,21193276,5885bd0a95d0e0392607c355,Jan2017,yes,"It is the job of journalists to sort out truth from fiction and let us know the difference in a way that makes what is true very, very clear, with no doubt or hesitation.

There is fact. There is no alternative.

The ""We report - you decide"" style of journalism is a cop out that offers no perspective, context or insight. If there is more to the background of this dossier, we, as a nation, need to know what the facts are and how they relate.

Who, What, When, Where and How are questions that must always be answered.",116,520
5885bd0a95d0e0392607c355_21193276,21197300,5885bd0a95d0e0392607c355,Jan2017,no,"BuzzFeed's reasoning by even traditional journalistic standards makes perfect sense. Far more disturbing is the NYT's thought process as described by Liz Spayd. We've seen quite a churning of managing editors since the Clinton administration after the Times has repeatedly failed its readership. It enabled the partisan witchhunt comprised of the serial investigations by Ken Star. Judith Miller and the WMD stories fomented the Iraq invasion, and now the Russian dosier. I think its time to point a finger higher up in the management of the paper than the editorial staff and reporters because there seems to be a pattern there. Why do all these egregious erors favor one side of the ideological spectrum?",136,706
5a7a4ff610f40f00018bfe10_25870279,25870279,5a7a4ff610f40f00018bfe10,Feb2018,yes,"This movement, along with the movement to overturn Citizens United, provide the biggest bang for the buck to those who desire to fight the Koch family and their anarcho-capitalist movement in this country. Most of my political contributions are invested here. Anarcho-capitalism has established a huge footprint in this country, dating back to the 1960's with the faux-intellectualism of James M Buchanan and James Kilpatrick, and now with the uber-funding of the Koch's and their ilk. We have a lot of catching up to do, and need to allocate our political contributions wisely. Rolling back unfair gerrymandering and dark money in politics are our first priorities.",140,666
5a7a4ff610f40f00018bfe10_25870279,25873341,5a7a4ff610f40f00018bfe10,Feb2018,no,"Gerrymandering is just cheating by another name. The policies of the Republican party are broadly unpopular among the majority of the American people. Therefore, we have endless rigging of the vote by the Republican party - gerrymandering, voter suppression, computerized ballot systems which leave no paper trail, shifting polling sites, and voter ID laws which are often blatantly racist.

It is an abomination to everything this country is supposed to stand for that we make it harder - not easier- for all Americans to vote. We need to end gerrymandering, make voter registration automatic (opt-out instead of opt-in), allow mail-in balloting, and make election day a national holiday. Attorney Holder and President Obama's group is an excellent start. I wish them every success.",157,783
5a691cf310f40f00018bd8eb_25692102,25692102,5a691cf310f40f00018bd8eb,Jan2018,yes,"And how has the for-profit, greed ridden business model for American healthcare worked out so far? Compared with the rest of the developed world, we die much younger, we are much unhealthier, we have less access to healthcare, our healthcare outcomes are generally poorer and the industry conspires to take every last penny from each of us, leaving many of us destitute at the end of our lives. The American business model does nothing for the average person and less for society at large. It is completely broken. That is why more advanced societies have moved to more socialist policies with regard to ensuring the general welfare of countries and the specific basic welfare of their citizens. That is the change America needs now, not trying to convince people who are obscenely rich to try to have a conscience!",160,815
5a691cf310f40f00018bd8eb_25692102,25702085,5a691cf310f40f00018bd8eb,Jan2018,no,"Nick just where do you think the money comes from to keep you employed, clothed and fed? From a money tree in your basement? And this notion of the 1% who hold all the money in the world and hand out a few ""crumbs"" for the rest of us. The notions that all their money is enough to set the world right and that money is the basis for all the bad decisions made by people throughout the world is unhinged. Why is it that you and your Democratic ilk are so obsessed by what other people have in regard to what you don't? The measure of a good life for most people has absolutely nothing to do with the balance in their bank account; providing they have one. Render unto Caesar what is Caesar's and get on with your life.",159,717
5a848db810f40f00018c1044_25969814,25969814,5a848db810f40f00018c1044,Feb2018,yes,"Just thinking out loud. Wonder how Habitat for Humanity might put $30 million to work? Wonder how Feeding America could use $30 million to fight hunger? Wonder how St Jude’s Hospital and Shriners’ Hospital could use $30 million for our sickest kids? How about giving $30 million to Flint Water, Houston, Florida and Puerto Rico hurricane recovery? Maybe TAPS could use $30 million to help military families struggling after family members return from war broken and destroyed. But Mr. Trump will have none of this talk. No, Mr. Trump needs affirmation from somebody, anybody, to prop up his ego. What better than ICBM’s and other weapons of mass destruction rumbling down Pennsylvania Avenue? And when the parade is over, go back inside the White House, chest thrust forward, and write a $60 million check to the District of Columbia to repair the city infrastructure.

What a doofus. 2020 can’t come soon enough.",204,913
5a848db810f40f00018c1044_25969814,25964127,5a848db810f40f00018c1044,Feb2018,no,"Two suggestions:

1) Reduce trips to Mar-a-Lago or Bedminister to one per month, channeling savings into paying for the parade. That would avoid using funds already earmarked for national security or the multi-billion dollar backlog in national park maintainence.

2) Stage a million-person march of armed civilians celebrating the 2nd Amendment and the American tradition of the citizen-soldier. The National Rifle Association could lend its organizing capability and high school marching bands could lead state or regional delegations. Not one other country could turn out that many armed civilians, nor would have the confidence to have them march through the national capital. A parade of citizens to honor a non-politician.

And the advantage of suggestion 2) is that it avoids the appearance of some tin-pot dictator's self-aggrandizing military show.",168,857
587753ad95d0e0392607a49b_21087334,21087334,587753ad95d0e0392607a49b,Jan2017,yes,"The Real Housewife shows make me feel very sad. I wonder what they want people to take away from all the horrific interactions, the uncharitable attitudes toward one another, the vanity, the gross conspicuous consumption and general poor taste the participants exhibit. Why not demonstrate good will toward one another? Why not show decent supportive relationships among women? These episodes merely reinforce the media driven infantilizing and bimbo-esque notion of women we have worked so hard to overcome. Boo!",96,513
587753ad95d0e0392607a49b_21087334,21084150,587753ad95d0e0392607a49b,Jan2017,no,"I've been secretly watching Housewives for years. None of my friends know, and they would, I think, be disappointed if they knew I watch. I used to think that Housewives was an anomaly, or an outlier of American culture. Since November 8th. however, I view the Housewives and their trash talking antics as just another snapshot of US culture, just like your President elect and his cronies.",85,390
5a8e27eb10f40f00018c2502_26072153,26072153,5a8e27eb10f40f00018c2502,Feb2018,yes,"What we are witnessing, in Syria and elsewhere, is a pernicious game. A dictator, invariably vile and despicable (unless he's eager to buy loads of American military hardware or is willing to sell mineral rights to American companies) oppresses his people. These people cry out for help.

They send envoys who are well spoken and photogenic and may have studied at American Ivy League colleges to appear in the media. They touch the hearts of a small minority of influential Americans, the ones with access to the media and who actually know to locate the country these envoys hail from.

For whatever internal reasons, the US decides to help. Obviously, this help gets publicized and touted as significant. It is nothing of the sort, as even those politicians who insist on getting involved haven't got a clue as to what is happening. Which is, often, the n-th iteration of a centuries-old struggle.

So the help stops well short of what would be needed to bring about a real change. Also, since the American public as a whole doesn't want to see its boys and girls come back in body bags, nothing really happens. Except of course that the American help has changed the equation. The plucky rebels contnue their fight beyond any hope of a compromise solution, and the dictator is emboldened to push harder as he is now facing ""US-backed rebels"".

In Syria it is way worse, unfortunately, with the Kurds and the Turks involved and Assad being the officially recognzed, if unpalatable, ruler.",312,1491
5a8e27eb10f40f00018c2502_26072153,26069347,5a8e27eb10f40f00018c2502,Feb2018,no,"Ah more 'moral' lectures by the plank in the eye mob to the splintered one's. Let's count the ways this 'article' ignores the realities of the world out there caused by our 'diplomacy' and the MILLIONS of lives destroyed or ended because of it and the psychopath allies we support.
Iraq (despite them not declaring war on us and having no WMD's),
Afghanistan (despite the fact that Al Quaida's leader and 19 of the 21, 911 bombers came from Saudia Arabia, who we give $ billions to even as they commit a genocide against Yemeni's),
Syria where we without any legal right or permission from the UN (even GW sought permission) fund jihadi's and weaponized ISIS (that being the 'perfect' candidate' Hillary and her ally in war promotion and McCarthyism, John 'bomb bomb Iran' McCain.
Then we have that war crime of Libya, which Obama rightly called his 'greatest regret' where having promised the Russians we would have no 'regime change' did just that and turned the nation with the longest life expectancy on the African continent into a war zone of competing warlords, , jihadi's, race wars and a halved life expectancy, whose refugees either drown trying to escape or by getting to Europe as refugees help increase the neo Nazi racism there.
Then we have our green light to brutal dictators overthrowing democracies like Egypt, Honduras and the Ukraine. Lastly we have Syria, where only the entrance of Russia reversed the growing threat of the US backed anti Assad ISIS. Enough already!",336,1488
5a4c35f07c459f246b63d98e_25409758,25409758,5a4c35f07c459f246b63d98e,Jan2018,yes,"Petty dictators rarely enact foreign policy based on their actual concerns about foreign nations. They are always playing to the audience at home. If they have a core base of people who feel a swell of national pride when the leader ""acts tough"" with foreign governments -- then their own people won't notice that they are being swindled by the dictator.
Trump follows the rules of a petty dictator. That is why his behavior seems hard to understand. He assumes North Korea won't attack. This is just grandstanding to win the undying loyalty of Trump's followers, who care more about Trump's tough-guy attitude than about Trump using their tax dollars to go golfing each weekend. And on that front, it's probably working.",148,721
5a4c35f07c459f246b63d98e_25409758,25411230,5a4c35f07c459f246b63d98e,Jan2018,no,"The president of the United States needs to be locked up in a rubber room without access to the most dangerous thing on the planet...the nuclear button he is so proud of. This is the same man who said, ""Why do we have them if we're not going to use them?"" To Trump, it's all an ego-inflating game. To the rest of us, it's life or death. How can the Republicans in Congress just sit back and let this happen? Are they hoping for even bigger rewards than they've already received with their tax cuts? All at the expense of the planet? I lived through the 1940s and 1950s and the Cold War and I have never before been this afraid that some idiot, like the current president, would actually push that button!",166,704
